adsh,name,sic,countryba,cityba,fye,form,period,fy,fp,custom,abstract,datatype,qtrs,uom,iprx,value,instance,Ticker,Name,S&P Rating,Mkt cap,sales 1,country,industry,foreign scr,sales 2,ebitda,fcf,net income,ltm sales gr,ltm ebitda gr,ltm ni gr,sales gr,sales 3yr avg growth,ebitda gr,ni growth,ni 5yr gr,tang assets,tang eq,ebitda/int,debt/t. bv,cfo,cash,debt,cash int,interest,ebit,ret on cap,capex,cfo/debt,debt/ebitda,cfo/interest,ebitda/int.1,ebit/int,ebit/sales,debt/t asts,cfo/capex
0000096943-17-000119,TELEFLEX INC,3841.0,US,WAYNE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,45049267.0,tfx-20171001.xml,TFX US,TELEFLEX INC,BB+,11800332288.0,2245652000.0,US,Medical Instruments,84.0268935,2146.303,527.542,348.982,152.53,16.29386618,31.57358379,-25.70506661,14.89678682,5.494025282,20.61990264,11.55397082,16.66344347,1562.152,-2188.809,7.104368671,-1.065511993,419.885,333.558,2270000000,5.086678943,82.546,372.279,4.07419755,-70.903,0.184971366,4.302974929,5.086678943,7.104368671,4.509958084,0.173451279,1.45312364,5.92196381
0001558370-17-008134,NABORS INDUSTRIES LTD,1381.0,BM,"HAMILTON, HM08",1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,285864361.0,nbr-20170930.xml,NBR US,NABORS INDUSTRIES LTD,BB,2956820992.0,2735928960.0,US,Oil&Gas Drilling,62.03760502,2564.285,501.923,-511.711,-546.811,24.76771898,5.168049151,30.54769666,15.10189919,-23.48447672,318.8940169,34.22130981,,8228.758,2765.547,2.614372923,1.678030187,62.756,336.997,4064982000,0.278460119,222.889,-343.516,-4.743849097,-574.467,0.015438199,8.098815954,0.281557188,2.614372923,-1.541197636,-0.133961709,0.493997028,0.109242132
0001064728-17-000083,PEABODY ENERGY CORP,1221.0,US,ST LOUIS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,104500000.0,btu-20170930.xml,BTU US,PEABODY ENERGY CORP,BB-,5184404992.0,5715300096.0,US,Coal,46.81587823,5578.8,1462.7,811.3,461.6,13.98001715,321.2965443,,18.31272666,-5.013543146,748.9262914,,,8181.2,3655.8,,0.403124827,1011.2,1012.1,,6.626474443,152.6,821.2,14.11022354,-199.9,#VALUE!,#VALUE!,6.626474443,,5.381389253,0.147200115,#VALUE!,5.058529265
0001300514-17-000078,LAS VEGAS SANDS CORP,7011.0,US,LAS VEGAS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,790480010.0,lvs-20170930.xml,LVS US,LAS VEGAS SANDS CORP,BBB-,61840773120.0,13355000064.0,US,Casino Hotels,83.27624267,12882,4633,3706,2806,13.55690936,29.34402466,106.5357478,12.90096407,-3.111593728,28.55160932,24.93345558,5.76844515,20598,7546,17.22304833,1.326188513,4543,2419,#N/A Field Not Applicable,13.80851064,327,3462,26.98263753,-837,#VALUE!,#VALUE!,13.89296636,17.22304833,10.58715596,0.268747089,#VALUE!,5.427718041
0000052827-17-000037,RAYONIER INC,6798.0,US,YULEE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,128931674.0,ryn-20170930.xml,RYN US,RAYONIER INC,BBB-,4834121216.0,815561008.0,US,REITS-Diversified,48.82808115,819.596,343.057,190.939,148.842,-4.808920097,-11.01934318,-32.738772,0.451149936,13.49248976,-7.511613048,18.03956675,-21.18668622,2858.481,1692.94,9.518520574,,256.284,112.653,999000000,7.522056881,34.071,215.491,7.213744036,-65.345,0.256540541,2.912052516,7.522056881,9.518520574,6.324762995,0.26292344,0.349486318,3.922013926
0001564590-17-021489,NAVIGATORS GROUP INC,6331.0,US,STAMFORD,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,29503221.0,navg-20170930.xml,NAVG US,NAVIGATORS GROUP INC,BBB,1738753280.0,1347967968.0,US,Property/Casualty Ins,,1314.479,,261.869,40.494,10.65053057,,-37.87451795,9.765576397,8.770841653,,-57.65178853,-1.47114903,5218.026,1219.369,,0.218069478,265.343,67.084,,,15.447,,7.40179278,-3.474,#VALUE!,#VALUE!,17.17763967,,#VALUE!,#VALUE!,#VALUE!,76.37967761
0001558370-17-008250,CVS HEALTH CORP,5912.0,US,WOONSOCKET,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,1012992425.0,cvs-20170930.xml,CVS US,CVS HEALTH CORP,BBB,67230822400.0,185944000000.0,US,Pharmacy Services,,184765,11996,6089,6622,3.980986998,-2.169720347,30.15811048,4.07771256,9.959479186,-6.580484386,-10.85860626,6.176024231,43050,-14386,11.19029851,-5.073577553,8007,1696,66484057000,7.48317757,1062,9517,9.272392697,-1918,0.120434889,5.542185478,7.539548023,11.19029851,8.961393597,0.051508673,1.54434511,4.174661105
0001628280-17-010895,ARES MANAGEMENT LP,6282.0,US,LOS ANGELES,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,82211302.0,ares-20170930.xml,ARES US,ARES MANAGEMENT LP,BBB+,4987350528.0,1663900000.0,US,Invest Mgmnt/Advis Serv,,1615.935,311.144,-1896.255,76.178,12.25145838,172.7248198,114.5491025,18.65045828,2.600335992,-23.95504915,-15.66866875,,8379.162,1275.932,3.306138496,32.66385216,-1863.095,675.429,,,,278.335,6.530683948,-33.16,#VALUE!,#VALUE!,#VALUE!,3.306138496,#VALUE!,0.172243933,#VALUE!,-56.18501206
0000801337-17-000140,WEBSTER FINANCIAL CORP,6021.0,US,WATERBURY,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,92074790.0,wbs-09x30x2017x10q_htm.xml,WBS US,WEBSTER FINANCIAL CORP,BBB,5943111168.0,1205028992.0,US,Commer Banks-Eastern US,0,1173.083,,416.42,255.439,9.111249144,,25.79901708,7.979815739,8.397146012,,22.75948547,6.439858829,25919.661,2133.974,,1.180099334,444.966,231.158,,,,,5.805932778,-28.546,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,15.58768304
0000882835-17-000031,ROPER TECHNOLOGIES INC,3823.0,US,SARASOTA,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,102362184.0,rop-20170930.xml,ROP US,ROPER TECHNOLOGIES INC,BBB+,28446464000.0,4723665920.0,US,Machinery-General Indust,20.14853702,4607.471,1555.209,1174.946,971.772,18.87019031,19.87329839,54.05926993,21.57156144,9.430511383,20.09187531,16.71206767,9.989000744,2020.882,-5431.967,8.88584227,-0.897109916,1234.482,671.327,4635000000,6.836735598,180.566,1210.244,9.061868175,-59.536,0.266339159,2.980306827,6.836735598,8.88584227,6.702502132,0.262669912,2.293553013,20.73505106
0001564590-17-021863,RESOLUTE ENERGY CORP,1311.0,US,DENVER,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,22503907.0,ren-20170930.xml,REN US,RESOLUTE ENERGY CORP,B-,801367872.0,316950000.0,US,Oil Comp-Explor&Prodtn,5.24452E-15,307.208,139.838,-172.243,-1.233,17.24558872,28.71276265,79.23188812,21.6723171,-0.014679188,197.7430482,,,641.922,-74.409,4.32626922,-6.878741084,137.232,3.762,640000000,2.314550269,43.449,47.749,5.998018785,-309.475,0.214425,4.576724495,3.158461645,4.32626922,1.098966605,0.155428895,0.997005867,0.443434849
0001564590-17-021618,HORIZON PHARMA PLC,2834.0,IE,DUBLIN,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,163885803.0,hznp-20170930.xml,HZNP US,HORIZON PHARMA PLC,B,2470664704.0,1059253024.0,US,Medical-Drugs,2.812263605,1056.231,-108.954,275.874,-410.526,6.213350607,,-125.1351428,7.655638454,64.06334758,,-128.096647,,1290.261,-1884.733,-0.957500659,-1.000388072,280.208,751.368,,,,-392.369,-12.65395357,-4.334,#VALUE!,#VALUE!,#VALUE!,-0.957500659,#VALUE!,-0.371480292,#VALUE!,64.65343793
0001578932-17-000021,OCI PARTNERS LP,2800.0,US,NEDERLAND,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,86997590.0,ocip-20170930.xml,OCIP US,OCI PARTNERS LP,B+,887375424.0,367780000.0,US,Petrochemicals,,343.325,128.677,69.444,24.479,30.79924176,84.53033843,,32.95369614,-2.256627536,117.5656026,,-13.01799415,624.104,140.321,3.368507853,,71.572,16.275,,1.780575182,40.196,67.632,15.35043022,-2.128,#VALUE!,#VALUE!,1.780575182,3.368507853,1.682555478,0.196991189,#VALUE!,33.63345865
0000910606-17-000023,REGENCY CENTERS CORP,6798.0,US,JACKSONVILLE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,170110464.0,reg-20170930.xml,REG US,REGENCY CENTERS CORP,BBB+,9545449472.0,1064889984.0,US,REITS-Shopping Centers,0,984.326,573.764,-6.278,176.077,61.1340774,103.9105133,176.6189239,60.21687222,24.65669267,53.59928898,39.65011419,57.59156232,10666.891,6254.228,5.218123613,0.628654289,471.146,45.37,3942178000,3.351563222,132.629,239.563,3.624166028,-477.424,0.119514137,6.870730823,3.552360344,5.218123613,1.80626409,0.243377702,0.369571415,0.986850263
0001193125-17-333825,ON SEMICONDUCTOR CORP,3674.0,US,PHOENIX,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,424162250.0,on-20170930.xml,ON US,ON SEMICONDUCTOR CORP,BB,10184547328.0,5484000000.0,US,Electronic Compo-Semicon,86.49131352,5543.1,1162.8,698.5,810.7,21.15588547,54.28307855,288.80963,41.87975121,21.4010601,93.73542153,147.270461,50.10514075,5649.9,1255.8,12.62540717,2.007372749,1094.2,949.2,,7.749291785,141.2,680.9,17.58408096,-395.7,#VALUE!,#VALUE!,7.749291785,12.62540717,4.82223796,0.122837401,#VALUE!,2.765226181
0001504337-17-000032,LOUISIANA-PACIFIC CORP,2400.0,US,NASHVILLE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,144873463.0,lpx-20170930.xml,LPX US,LOUISIANA-PACIFIC CORP,BB+,4035931392.0,2814299968.0,US,Bldg&Construct Prod-Misc,27.36146096,2733.9,646.7,325.1,389.8,20.28465188,85.58510638,118.8688946,22.40977881,12.74557212,104.135101,100.734789,,2377.9,1533.9,36.95428571,0.228581845,473.7,928,372000000,22.03255814,19.3,523.4,23.70049308,-148.6,1.273387097,0.575228081,24.54404145,36.95428571,27.11917098,0.191448114,0.156440557,3.187752355
0001273813-17-000045,ASSURED GUARANTY LTD,6351.0,BM,HAMILTON BERMUDA,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,117453849.0,ago-20170930.xml,AGO US,ASSURED GUARANTY LTD,A,3993328384.0,1505000000.0,BM,Financial Guarantee Ins,,1739,,433,730,-23.17508933,,-46.44424934,3.697078116,-3.211791689,,-10.33781329,0.664477358,14433,6839,,0.188826651,433,144,1580000000,,97,,2.793914668,0,0.274050633,#VALUE!,4.463917526,,#VALUE!,#VALUE!,0.10947135,#DIV/0!
0001564590-17-021424,DDR CORP,6798.0,US,BEACHWOOD,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,368464703.0,ddr-20170930.xml,DDR US,DDR CORP,BBB-,2655106560.0,888111008.0,US,REITS-Shopping Centers,,921.588,234.407,208.967,-241.685,-9.718209635,-56.70784949,-506.9971358,-8.373094188,-2.079227669,-56.72864279,,,6987.666,2715.031,1.203939394,1.803504608,410.407,92.611,2892749000,2.15407346,188.647,-111.797,-2.369857392,-201.44,0.14187439,12.34071081,2.175528898,1.203939394,-0.59262538,-0.121309088,0.413979289,2.037365965
0001564590-17-021376,DOMTAR CORP,2621.0,US,FORT MILL,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,62693709.0,ufs-20170930.xml,UFS US,DOMTAR CORP,BBB-,2968144128.0,5197999872.0,US,Paper&Related Products,32.40255963,5157,4,267,-258,1.662429102,-93.47079038,,1.157316595,-2.456992206,-99.29947461,-33.89830508,-12.76526194,4579,1850,0.068965517,0.594827586,449,139,1125000000,,,-317,-4.959064246,-182,0.399111111,281.25,#VALUE!,0.068965517,#VALUE!,-0.061469847,0.245686831,2.467032967
0001564590-17-021412,PACKAGING CORP OF AMERICA,2650.0,US,LAKE FOREST,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,94350499.0,pkg-20170930.xml,PKG US,PACKAGING CORP OF AMERICA,BBB,11231029248.0,6598999936.0,US,Containers-Paper/Plastic,6.055951217,6444.9,1322.6,505.3,668.6,11.57325218,15.73795827,49.24438687,11.5227548,3.42583462,16.19081086,21.31644916,22.52890186,4904.3,889.4,13.73416407,2.523915237,856.1,216.9,2500000000,8.145575642,102.6,931.2,16.55776519,-350.8,0.34244,1.890216241,8.344054581,13.73416407,9.076023392,0.144486338,0.509756744,2.440421893
0001038357-17-000083,PIONEER NATURAL RESOURCES CO,1311.0,US,IRVING,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,170165265.0,pxd-20170930.xml,PXD US,PIONEER NATURAL RESOURCES CO,BBB,35121692672.0,6954999936.0,US,Oil Comp-Explor&Prodtn,,5368,1983,-611,833,45.35005225,58.50104094,,27.8399619,8.157555131,28.18358112,,,16733,11009,12.09146341,0.245596693,2090,896,2300000000,13.0625,153,583,8.99834809,-2701,0.908695652,1.1598588,13.66013072,12.09146341,3.810457516,0.108606557,0.137452937,0.773787486
0001140361-17-040952,MINERALS TECHNOLOGIES INC,2810.0,US,NEW YORK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,35366871.0,mtx-20171001.xml,MTX US,MINERALS TECHNOLOGIES INC,BB,2560364288.0,1701900000.0,US,Chemicals-Specialty,43.94581369,1675.7,333.7,130.9,195.1,4.231994121,6.200317965,49.44071588,2.301587302,-0.78940724,6.681585678,7.754129606,17.23178512,1994.6,303.3,6.995807128,2.95377129,207.6,212.2,,4.562637363,45.5,242.7,10.26115694,-76.7,#VALUE!,#VALUE!,4.562637363,6.995807128,5.334065934,0.144834994,#VALUE!,2.706649283
0000814184-17-000065,TCF FINANCIAL CORP,6021.0,US,WAYZATA,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,171932389.0,tcf-20170930.xml,TCF US,TCF FINANCIAL CORP,BBB-,4361129472.0,1509000992.0,US,Commer Banks-Central US,6.35862E-15,1467.356,,191.024,268.637,7.978063795,,40.77088364,5.064047027,3.188379455,,16.05721789,23.90914637,22823.715,2502.14,,0.670584671,239.452,621.782,,,,,9.286646637,-48.428,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,4.94449492
0001056903-17-000019,AMERICAN STATES WATER CO,4941.0,US,SAN DIMAS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,36679175.0,awr-20170930.xml,AWR US,AMERICAN STATES WATER CO,A+,1996093824.0,436521000.0,US,Water,0,440.603,166.349,31.426,69.367,-1.098624737,2.055967655,8.273670016,1.035573177,-1.805673912,8.141719486,7.02950632,3.429005535,1415.618,528.829,7.308189087,0.735988145,144.552,0.214,,2.133734833,22.582,127.076,8.838460383,-113.126,#VALUE!,#VALUE!,6.401204499,7.308189087,5.62731379,0.288413833,#VALUE!,1.277796439
0001161728-17-000027,MGE ENERGY INC,4900.0,US,MADISON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,34668370.0,mgee-20170930.xml,MGEE US,MGE ENERGY INC,AA-,1962229760.0,563908008.0,US,Electric-Integrated,7.42699E-15,563.099,181.813,13.779,97.606,1.780915131,-0.762820006,26.3066605,3.369282875,-3.018513273,5.170818052,1.763654201,3.573172023,1855.182,778.187,9.481278682,,132.991,107.952,,6.882167253,19.324,128.736,8.561543286,-119.212,#VALUE!,#VALUE!,6.882167253,9.481278682,6.661974746,0.228620545,#VALUE!,1.115584002
0001326160-17-000175,DUKE ENERGY CORP,4931.0,US,CHARLOTTE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,699975614.0,duk-20170930.xml,DUK US,DUKE ENERGY CORP,A-,53297029120.0,23970999808.0,US,Electric-Integrated,,23565,9827,-1418,3059,3.793028794,3.187546331,36.2925483,3.614298905,1.554692637,6.571955319,10.26921589,5.484216245,118518,22341,5.006113092,2.498213967,6634,358,13853620000,3.335344394,1986,5781,4.254372667,-8052,0.478864008,1.409750687,3.340382679,5.006113092,2.910876133,0.245321451,0.11689043,0.823894685
0000893538-17-000140,SM ENERGY CO,1311.0,US,DENVER,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,111624029.0,sm-20170930.xml,SM US,SM ENERGY CO,BB-,2843551488.0,1309354976.0,US,Oil Comp-Explor&Prodtn,,1260.404,388.547,-462.859,-160.843,0.445014169,93.918447,,3.528194176,-18.67277086,,71.21968827,,6176.776,2394.608,2.367788564,1.073799352,515.39,313.943,2973892000,2.68622566,179.257,-168.489,3.643780407,-978.249,0.173304881,7.653879711,2.87514574,2.367788564,-0.939929821,-0.133678567,0.481463469,0.526849504
0001193125-17-331902,MORGAN STANLEY,6211.0,US,NEW YORK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,1807899161.0,ms-20170930.xml,MS US,MORGAN STANLEY,BBB+,97311219712.0,45665000448.0,US,Diversified Banking Inst,26.69126367,43642,17853,-6134,6111,13.45905387,24.61367934,1.726937269,15.00171283,4.997125311,28.42037117,25.27155268,13.88976873,842688,69421,2.970549085,6.246346589,-4505,46164,1.67603E+11,,,16100,1.541008758,-1629,-0.02687907,9.387919259,#VALUE!,2.970549085,#VALUE!,0.368910682,0.198890363,-2.765500307
0001396009-17-000042,VULCAN MATERIALS CO,1400.0,US,BIRMINGHAM,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,132284484.0,vmc-20170930.xml,VMC US,VULCAN MATERIALS CO,BBB,16948812800.0,3957441984.0,US,Bldg Prod-Cement/Aggreg,0.457600141,3890.296,953.073,185.112,601.185,9.162743279,-0.249035577,43.92836219,8.284346977,9.186997281,-1.187012842,-20.72380774,,5318.94,782.942,3.334743405,4.120236549,644.678,141.646,3040418000,2.143931307,295.522,647.108,10.81757463,-459.566,0.212035977,3.190120799,2.181489026,3.334743405,2.189711764,0.166339014,0.571621037,1.402797422
0000703351-17-000035,BRINKER INTERNATIONAL INC,5812.0,US,DALLAS,630.0,10-Q,20170930,2018,Q1,0,0,shares,0,shares,,46290188.0,eat-20170927.xml,EAT US,BRINKER INTERNATIONAL INC,BB+,1950616704.0,3128985024.0,US,Retail-Restaurants,,3150.837,412.587,210.313,150.823,-2.882561206,-9.989044916,-18.35269804,-3.274055569,2.805165216,-12.9276724,-23.81782402,0.695632423,1222.235,-685.146,10.37511002,-1.717059013,312.886,9.064,1086250000,6.314933296,49.547,256.178,21.25817189,-102.573,0.288042348,2.632778057,6.314933296,10.37511002,5.170403859,0.081304745,0.888740709,3.05037388
0001096385-17-000080,VECTREN CORP,4932.0,US,EVANSVILLE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,83002391.0,vvc-20170930.xml,VVC US,VECTREN CORP,A-,5774108160.0,2691300032.0,US,Gas-Distribution,0,2657.3,594.6,-103.8,216,8.162527128,-11.30607263,2.51486054,8.536535555,0.772643669,-7.310989867,13.61058601,8.619417089,5945.8,1555.8,6.881944444,1.343017748,498.8,16.6,,3.632920612,87.7,318.4,6.988832897,-602.6,#VALUE!,#VALUE!,5.687571266,6.881944444,3.630558723,0.119820871,#VALUE!,0.827746432
0000067716-17-000087,MDU RESOURCES GROUP INC,1400.0,US,BISMARCK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,195304376.0,a2017q3form10-q_htm.xml,MDU US,MDU RESOURCES GROUP INC,BBB+,5433367552.0,4481679936.0,US,Electric-Integrated,0,4443.351,636.198,106.629,281.203,6.540767472,2.256665314,272.5090427,7.617730746,2.676092152,1.720394348,-33.04687799,4.000919554,5699.038,1793.415,7.988623521,0.993682906,448.011,34.599,,5.349129594,82.788,428.712,8.451092331,-341.382,#VALUE!,#VALUE!,5.411545151,7.988623521,5.178431657,0.096483937,#VALUE!,1.312345115
0001628280-17-010588,OCWEN FINANCIAL CORP,6162.0,US,WEST PALM BEACH,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,130859058.0,ocn-20170930.xml,OCN US,OCWEN FINANCIAL CORP,B-,616007552.0,1221356000.0,US,Finance-Consumer Loans,0,1221.078,,402.912,-127.966,-13.04165806,,23.49139532,-13.68875368,-16.89293534,,58.45365358,,8403.164,546.874,,11.45634233,411.965,259.655,5543134000,,,,-1.163204494,-9.053,0.07431987,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,0.659648437,45.50590964
0001047862-17-000176,CONSOLIDATED EDISON INC,4931.0,US,NEW YORK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,310068797.0,ed-20170930.xml,ED US,CONSOLIDATED EDISON INC,A-,23168063488.0,12168999936.0,US,Electric-Integrated,,12033,3951,-369,1525,0.189362753,0.050607287,18.20241692,-0.347826087,-2.329546376,4.22052229,5.50918197,2.855837975,47552,14866,5.449655172,1.153209247,3367,797,2727000000,4.568521031,729,2610,7.088803454,-3736,1.234690136,0.690205011,4.618655693,5.449655172,3.580246914,0.216903515,0.057347746,0.901231263
0001348259-17-000084,VALIDUS HOLDINGS LTD,6331.0,BM,PEMBROKE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,79461813.0,vr-20171103.xml,VR US,VALIDUS HOLDINGS LTD,BBB+,5353122816.0,2816646080.0,BM,Reinsurance,,2797.541,,389.734,-47.622,16.01252285,,,14.50530748,10.07215101,,,,14025.895,4514.9,,0.661848818,389.734,754.99,,,58.546,,13.48419442,0,#VALUE!,#VALUE!,6.656885184,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!
0001193125-17-331204,COMMUNITY HEALTH SYSTEMS INC,8062.0,US,FRANKLIN,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,114727001.0,cyh-20170930.xml,CYH US,COMMUNITY HEALTH SYSTEMS INC,CCC-,519846272.0,14557999872.0,US,Medical-Hospitals,,15353,-1017,209,-2459,-18.78382148,-1966.666667,-18.39378238,-16.73174965,-5.863362044,,-127.4470248,,12727,-4888,-1.193661972,-2.535499179,773,563,14201640125,0.82059448,942,-1878,-9.070704744,-564,0.054430333,-13.96424791,0.82059448,-1.193661972,-1.993630573,-0.12232137,1.115867064,1.370567376
0001104659-17-065675,FLUOR CORP,1600.0,US,IRVING,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,139875264.0,flr-20170930.xml,FLR US,FLUOR CORP,A-,6923915264.0,19508896256.0,US,Engineering/R&D Services,48.40889299,19520.97,651.572,318.864,191.377,0.310615438,-25.74247899,-52.40442859,2.544818448,-2.744916126,-21.03650704,-8.787022126,-11.92931683,8574.657,2739.364,10.58434048,0.677619955,601.971,1804.075,1621331000,8.899893551,67.638,426.303,3.726331593,-283.107,0.37128199,2.488337436,8.899893551,10.58434048,6.30271445,0.021838208,0.189084065,2.12630207
0001144204-17-055565,STONERIDGE INC,3714.0,US,NOVI,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,28171209.0,sri-20170930.xml,SRI US,STONERIDGE INC,BB,899260480.0,846063008.0,US,Electronic Compo-Misc,,824.444,85.624,46.738,45.179,14.69365789,17.3666649,-37.85835694,18.45851228,8.002179246,26.48496935,12.31656171,46.93121712,445.375,130.41,14.90149669,0.844561758,78.908,66.003,,,,57.37,13.82934857,-32.17,#VALUE!,#VALUE!,#VALUE!,14.90149669,#VALUE!,0.069586291,#VALUE!,2.452844265
0000200406-17-000052,JOHNSON & JOHNSON,2834.0,US,NEW BRUNSWICK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,2686520050.0,jnj-20171001.xml,JNJ US,JOHNSON & JOHNSON,AAA,336208000000.0,78693001216.0,US,Medical-Drugs,47.85742315,76450,24356,17777,1300,9.032338515,1.408958092,-92.45683126,6.343024065,1.069161514,-2.145439936,-1.806834768,4.126158231,72169,-24974,25.37083333,-1.605854188,21056,17824,49061330000,20.48249027,934,18714,0.202757856,-3279,0.429177114,2.014342667,22.54389722,25.37083333,20.03640257,0.244787443,0.679811692,6.42146996
0000866609-17-000031,ION GEOPHYSICAL CORP,1382.0,US,HOUSTON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,11896190.0,io-20170930.xml,IO US,ION GEOPHYSICAL CORP,CCC+,392943616.0,198506000.0,US,Seismic Data Collection,,197.554,54.995,26.967,-30.242,8.651935698,85.37313433,52.64043683,14.31993889,-21.39862901,353.0439081,60.58781984,,275.314,5.051,3.878076299,3.505648038,28.03,52.056,,,,-8.699,-7.3187322,-1.063,#VALUE!,#VALUE!,#VALUE!,3.878076299,#VALUE!,-0.04403353,#VALUE!,26.36876764
0000902274-17-000140,LIBBEY INC,3220.0,US,TOLEDO,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,22016108.0,lby-20170930.xml,LBY US,LIBBEY INC,B,147950720.0,794155984.0,US,Housewares,38.73102524,785.156,-8.111,-2.32,-93.368,0.97920415,,,-1.3883272,-2.829127971,,,,618.262,-32.083,-0.435186179,-13.41265815,45.308,24.696,,2.220980392,20.4,-53.655,-18.74460199,-47.628,#VALUE!,#VALUE!,2.220980392,-0.435186179,-2.630147059,-0.068336738,#VALUE!,0.951289158
0001564590-17-020864,ALLERGAN PLC,2834.0,IE,"COOLOCK, DUBLIN",1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,332583097.0,agn-20170930.xml,AGN US,ALLERGAN PLC,BBB,52639629312.0,16039899904.0,US,Medical-Drugs,26.17954307,15940.7,1447.4,5523.5,-4125.5,8.787862346,-60.24345103,,9.40318175,65.18535793,-69.88034544,,,13830.7,-30674.1,1.264767564,-0.87670844,5873.4,1817.2,2701800000,5.360898138,1095.6,-5921.2,0.258147339,-349.9,2.173884077,1.866657455,5.360898138,1.264767564,-5.4045272,-0.371451693,0.19534803,16.78593884
0001393612-17-000056,DISCOVER FINANCIAL SERVICES,6141.0,US,RIVERWOODS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,363380629.0,dfs-20170930.xml,DFS US,DISCOVER FINANCIAL SERVICES,BBB-,27021299712.0,11864000000.0,US,Finance-Credit Card,,11545,5578,4990,2099,11.2528132,4.483394834,-7.598656591,9.983804897,6.333690073,3.200740056,-3.043670049,-1.057506443,99669,10474,3.995702006,2.655200324,5208,13306,3798619000,,,5185,12.33120956,-218,1.371024575,0.681000179,#VALUE!,3.995702006,#VALUE!,0.44911217,0.038112342,23.88990826
0000008868-17-000048,AVON PRODUCTS INC,2844.0,US,RYE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,439997691.0,avp-20170930.xml,AVP US,AVON PRODUCTS INC,B,830358976.0,5776000000.0,GB,Cosmetics&Toiletries,,5715.6,387.3,165.3,22,0.551851401,-11.79554391,75.2293578,-0.036728055,-8.891328537,-11.12895824,-29.36288089,,3624.5,-320.3,2.733239238,-2.22633552,262.6,881.5,1392019624,1.865056818,140.8,273.3,-0.594622776,-97.3,0.188646766,3.59416376,1.865056818,2.733239238,1.941051136,0.047816502,0.384058387,2.698869476
